,0
1464,"""CKMT2 Creatine kinase, mitochondrial 2 (sarcomeric)"""
1465,"""UDP-GLUCURONOSYLTRANSFERASE 2B7 PRECURSOR, MICROSOMAL"""
1466,"""POLR2C RNA polymerase II, polypeptide C (33kD)"""
1467,"""GSTM3 Glutathione S-transferase M3 (brain)"""
1468,"""Calcineurin catalytic subunit mRNA"""
1469,"""M6PR Mannose receptor"""
1470,"""MMP8 Matrix metalloproteinase 8 (neutrophil collagenase)"""
1471,"""ATP6D ATPase, H+ transporting, lysosomal (vacuolar proton pump) 42kD"""
1472,"""PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR"""
1473,"""F8C Coagulation factor VIIIc (hemophilia A)"""
1474,"""IFNA8 Interferon, alpha 8"""
1475,"""NPY Neuropeptide Y"""
1476,"""NPY Neuropeptide Y"""
1477,"""OTC Ornithine carbamoyltransferase"""
1478,"""OTC Ornithine carbamoyltransferase"""
1479,"""KNG Kininogen"""
1480,"""KNG Kininogen"""
1481,"""C9 Complement component C9"""
1482,"""ALDH2 Aldehyde dehydrogenase 2, mitochondrial"""
1483,"""CYP1A1 Cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 1"""
1484,"""CYP2A6 Cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 6"""
1485,"""EGFR Epidermal growth factor receptor"""
1486,"""(HepG2) glucose transporter gene mRNA"""
1487,"""PRB1 locus salivary proline-rich protein mRNA, clone cP3"""
1488,"""PRB1 locus salivary proline-rich protein mRNA, clone cP3"""
1489,"""PRB2 locus salivary proline-rich protein mRNA, clone cP7"""
1490,"""IG EPSILON CHAIN C REGION"""
1491,"""RENIN PRECURSOR, RENAL"""
1492,"""PROCHOLECYSTOKININ PRECURSOR"""
1493,"""Cytochrome P-450 4 gene"""
1494,"""FNTA Farnesyltransferase, CAAX box, alpha"""
1495,"""FNTB Farnesyltransferase, CAAX box, beta"""
1496,"""DCN Decorin"""
1497,"""DCN Decorin"""
1498,"""CLC Charot-Leyden crystal protein"""
1499,"""RDX Radixin"""
1500,"""GSTM5 Glutathione S-transferase M5"""
1501,"""26S PROTEASE REGULATORY SUBUNIT 4"""
1502,"""CSTF1 Cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kD"""
1503,"""DRA Down-regulated in adenoma"""
1504,"""Potassium channel Kv2.1 mRNA"""
1505,"""COL7A1 Alpha-1 type VII collagen"""
1506,"""HGF Hepatocyte growth factor (hepapoietin A; scatter factor)"""
1507,"""PPARA Peroxisome proliferative activated receptor, alpha"""
1508,"""CRYM Crystallin Mu"""
1509,"""BASONUCLIN"""
1510,"""FGFR4 Fibroblast growth factor receptor 4"""
1511,"""LYMPHOTOXIN-BETA RECEPTOR PRECURSOR"""
1512,"""CACCC box-binding protein mRNA"""
1513,"""(clone CC6) NADH-ubiquinone oxidoreductase subunit mRNA, 3' end cds"""
1514,"""No cluster in current Unigene and no Genbank entry for L04656 (qualifier L04656_f)"""
1515,"""No cluster in current Unigene and no Genbank entry for L04656 (qualifier L04656_i)"""
1516,"""KINESIN LIGHT CHAIN"""
1517,"""CYP4A11 Cytochrome P450, subfamily IVA, polypeptide 11"""
1518,"""ERCC6 Excision repair protein ERCC6"""
1519,"""KDR Kinase insert domain receptor (a type III receptor tyrosine kinase)"""
1520,"""IRF1 Interferon regulatory factor 1"""
1521,"""PULMONARY SURFACTANT-ASSOCIATED PROTEIN D PRECURSOR"""
1522,"""ADCY1 Adenylate cyclase 1 (brain)"""
1523,"""CAMP responsive element binding protein beta subunit (CREBPA) mRNA"""
1524,"""SLC6A4 Solute carrier family 6 (neurotransmitter transporter, serotonin), member 4"""
1525,"""DIHYDROPRYRIDINE-SENSITIVE L-TYPE, CALCIUM CHANNEL BETA-1-B1 SUBUNIT"""
1526,"""VDAC1 Voltage-dependent anion channel 1"""
1527,"""ATP7A ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)"""
1528,"""TYROSINE-PROTEIN KINASE RECEPTOR TIE-2 PRECURSOR"""
1529,"""(clone SY11) golgin-95 mRNA"""
1530,"""P5-1 mRNA"""
1531,"""VDAC2 Voltage-dependent anion channel 2"""
1532,"""PLOD Lysyl hydroxylase"""
1533,"""Transcription factor mRNA"""
1534,"""CD36 CD36 antigen (collagen type I receptor, thrombospondin receptor)"""
1535,"""PRKCQ Protein kinase C-theta"""
1536,"""HMGCL 3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria)"""
1537,"""EHHADH Enyol-coA: hydratase 3-hydroxyacyl-coA dehydrogenase"""
1538,"""SOX2 SRY (sex determining region Y)-box 2"""
1539,"""CD40LG CD40 antigen ligand (hyper IgM syndrome)"""
1540,"""PPP2R3 Protein phosphatase 2 (formerly 2A), regulatory subunit B'' (PR 72), alpha isoform and (PR 130), beta isoform"""
1541,"""TGFBR3 Transforming growth factor, beta receptor III (betaglycan, 300kD))"""
1542,"""TGFBR3 Transforming growth factor, beta receptor III (betaglycan, 300kD))"""
1543,"""RPS6KA2 Ribosomal protein S6 kinase, 90kD, polypeptide 2"""
1544,"""No cluster in current Unigene and no Genbank entry for L07615 (qualifier L07615)"""
1545,"""MXI1 mRNA"""
1546,"""DIHYDROPRYRIDINE-SENSITIVE L-TYPE, SKELETAL MUSCLE CALCIUM CHANNEL GAMMA SUBUNIT"""
1547,"""DNM1 Dynamin 1"""
1548,"""Homeodomain protein DLX-2 mRNA, 3' end"""
1549,"""GNRHR Gonadotropin-releasing hormone receptor"""
1550,"""GBE1 Glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)"""
1551,"""Regenerating protein I beta"""
1552,"""Regenerating protein I beta"""
1553,"""TFF3 Trefoil factor 3 (intestinal)"""
1554,"""DNAJ PROTEIN HOMOLOG 2"""
1555,"""CD70 CD70 antigen (CD27 ligand)"""
1556,"""CMKBR7 Chemokine (C-C) receptor 7"""
1557,"""GABRA5 Gamma-aminobutyric acid (GABA) A receptor, alpha 5)"""
1558,"""E-cadherin"""
1559,"""SNCA Synuclein, alpha (non A4 component of amyloid precursor)"""
1560,"""No cluster in current Unigene and no Genbank entry for L08893 (qualifier L08893)"""
1561,"""MEF2C MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)"""
1562,"""SLC18A2 Solute carrier family 18 (vesicular monoamine), member 2"""
1563,"""ARH12 Aplysia ras-related homolog 12"""
1564,"""ARH12 Aplysia ras-related homolog 12"""
1565,"""TRICHOHYALIN"""
1566,"""ATP6A2 ATPase, H+ transporting, lysosomal (vacuolar proton pump), alpha polypeptide, 70kD, isoform 2"""
1567,"""GHRHR Growth hormone-releasing hormone receptor"""
1568,"""PTPRG Protein tyrosine phosphatase, receptor type, gamma polypeptide"""
1569,"""CD30LG CD30 antigen ligand"""
1570,"""SRY Sex determining region Y"""
1571,"""Surfactant protein A mRNA"""
1572,"""Serine/threonine kinase receptor-2-2 (SKR2-2) mRNA"""
1573,"""Serine/threonine kinase receptor-2-3 (SKR2-3) mRNA"""
1574,"""CANX Calnexin"""
1575,"""Neuroendocrine-specific protein C (NSP) mRNA"""
1576,"""TGM3 Transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)"""
1577,"""DNA binding protein for surfactant protein B mRNA"""
1578,"""FNTA Farnesyltransferase, CAAX box, alpha"""
1579,"""GNAL Guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type"""
1580,"""PFN2 Profilin 2"""
1581,"""PFN2 Profilin 2"""
1582,"""TYROSINE-PROTEIN KINASE ITK/TSK"""
1583,"""CDC42 Cell division cycle 42 (GTP-binding protein, 25kD)"""
1584,"""Splicing factor (CC1.3) mRNA"""
1585,"""ALDEHYDE OXIDASE"""
1586,"""LTB Lymphotoxin-beta"""
1587,"""LTB Lymphotoxin-beta"""
1588,"""Homeobox protein (HOX) gene, 3' end"""
1589,"""Homeobox protein (HOX) gene, 3' end"""
1590,"""C4BPB Complement component 4-binding protein, beta"""
1591,"""DUAL SPECIFICITY PROTEIN PHOSPHATASE PAC-1"""
1592,"""NF2 Neurofibromin 2 (bilateral acoustic neuroma)"""
1593,"""Protocadherin 42 mRNA, 3' end of cds for alternative splicing PC42-8"""
1594,"""Protocadherin 43 mRNA for abbreviated PC43"""
1595,"""Protocadherin 43 mRNA for abbreviated PC43"""
1596,"""40 KD PEPTIDYL-PROLYL CIS-TRANS ISOMERASE"""
1597,"""SERINE/THREONINE-PROTEIN KINASE RECEPTOR R4 PRECURSOR"""
1598,"""Phospholipase D mRNA"""
1599,"""Phospholipase D mRNA"""
1600,"""HSD17B2 17 beta hydroxysteroid dehydrogenase, type 2"""
1601,"""CAMP phosphodiesterase mRNA, 3' end"""
1602,"""ADENYLYL CYCLASE-ASSOCIATED PROTEIN 1"""
1603,"""THBS2 Thrombospondin 2"""
1604,"""DRD4 Dopamine receptor D4"""
1605,"""DRD4 Dopamine receptor D4"""
1606,"""ENPEP Glutamyl aminopeptidase (aminopeptidase A)"""
1607,"""RSU-1/RSP-1 mRNA"""
1608,"""CUTL1 Cut (Drosophila)-like 1 (CCAAT displacement protein)"""
1609,"""PDE4B Phosphodiesterase 4B, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E4)"""
1610,"""No cluster in current Unigene and no Genbank entry for L12693 (qualifier L12693_f)"""
1611,"""No cluster in current Unigene and no Genbank entry for L12693 (qualifier L12693_r_i)"""
1612,"""HSPA4 Heat shock 70kD protein 4"""
1613,"""PHOSPHOENOLPYRUVATE CARBOXYKINASE, CYTOSOLIC"""
1614,"""ILA Interleukin-activated receptor, homolog of mouse Ly63"""
1615,"""SLC17A2 Solute carrier family 17 (sodium phosphate), member 2"""
1616,"""GRIN1 Glutamate receptor, ionotropic, N-methyl D-aspartate 1"""
1617,"""CRYZ Crystallin zeta (quinone reductase)"""
1618,"""Mitochondrial 1,25-dihydroxyvitamin D3 24-hydroxylase mRNA"""
1619,"""IDS Iduronate 2-sulfatase (Hunter syndrome)"""
1620,"""PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT"""
1621,"""Chromosome 3p21.1 gene sequence"""
1622,"""Focal adhesion kinase (FAK) mRNA"""
1623,"""BMI1 Murine leukemia viral (bmi-1) oncogene homolog"""
1624,"""GAS1 Growth arrest-specific 1"""
1625,"""GAS1 Growth arrest-specific 1"""
1626,"""HMR Hormone receptor (growth factor-inducible nuclear protein N10)"""
1627,"""AF-9 PROTEIN"""
1628,"""UBE1L Ubiquitin-activating enzyme E1, like"""
1629,"""FBN1 Fibrillin 1 (Marfan syndrome)"""
1630,"""FBN1 Fibrillin 1 (Marfan syndrome)"""
1631,"""Beta adaptin protein mRNA"""
1632,"""SIAT4A Sialyltransferase 4A (beta-galactosidase alpha-2,3-sialytransferase)"""
1633,"""FCER1A High affinity IgE receptor alpha-subunit (FcERI)"""
1634,"""PRE-MRNA SPLICING FACTOR SRP75"""
1635,"""UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE"""
1636,"""Lectin-like type II integral membrane protein (NKG2-E) mRNA"""
1637,"""SLC1A4 Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4"""
1638,"""DNA-binding protein mRNA, 3'end"""
1639,"""DNA-binding protein mRNA, 3'end"""
1640,"""RBL1 Retinoblastoma-like 1 (p107)"""
1641,"""CELL Carboxyl ester lipase like protein"""
1642,"""TJP1 Tight junction protein 1 (zona occludens 1)"""
1643,"""TJP1 Tight junction protein 1 (zona occludens 1)"""
1644,"""TJP1 Tight junction protein 1 (zona occludens 1)"""
1645,"""TJP1 Tight junction protein 1 (zona occludens 1)"""
1646,"""MHC class I-related protein mRNA"""
1647,"""MHC class I-related protein mRNA"""
1648,"""MHC class I-related protein mRNA"""
1649,"""MHC class I-related protein mRNA"""
1650,"""LCN1 Lipocalin 1 (protein migrating faster than albumin, tear prealbumin)"""
1651,"""MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR"""
1652,"""ZNF141 Zinc finger protein 141 (clone pHZ-44)"""
1653,"""G PROTEIN-COUPLED RECEPTOR KINASE GRK5"""
1654,"""G PROTEIN-COUPLED RECEPTOR KINASE GRK5"""
1655,"""SCN1B Sodium channel, voltage-gated, type I, beta polypeptide"""
1656,"""ETS-RELATED PROTEIN PE-1"""
1657,"""CTSB Cathepsin B"""
1658,"""Putative M phase phosphoprotein 1 (MPP1) mRNA, partial cds"""
1659,"""Putative M phase phosphoprotein 2 (MPP2) mRNA"""
1660,"""Transcription factor (MEF2) mRNA"""
1661,"""LOX Lysyl oxidase"""
1662,"""LOX Lysyl oxidase"""
1663,"""Zinc finger protein mRNA"""
1664,"""SERINE/THREONINE-PROTEIN KINASE RECEPTOR R3 PRECURSOR"""
1665,"""Pre-T/NK cell associated protein (1D12A2) mRNA"""
1666,"""Pre-T/NK cell associated protein (1F6) mRNA, 3' end"""
1667,"""Pre-T/NK cell associated protein (6H9A) mRNA"""
1668,"""CANX Calnexin"""
1669,"""MELANOMA-ASSOCIATED ANTIGEN 2"""
1670,"""TRANSCRIPTION FACTOR P65"""
1671,"""MAC30 mRNA, 3' end"""
1672,"""59 protein mRNA, 3' end"""
1673,"""CCKAR Cholecystokinin A receptor"""
1674,"""IL8RB Interleukin 8 receptor, beta"""
1675,"""GCNT2 Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"""
1676,"""Dystroglycan (DAG1) mRNA"""
1677,"""Histone (H2A.1b) mRNA"""
1678,"""Histone (H2A.1b) mRNA"""
1679,"""Histone H2A.2 mRNA"""
1680,"""ATF3 Activating transcription factor 3"""
1681,"""AHR AH-receptor"""
1682,"""AHR AH-receptor"""
1683,"""Transcription factor (CBFB) mRNA, 3' end"""
1684,"""GCGR Glucagon receptor"""
1685,"""STK2 Protein serine/threonine kinase stk2"""
1686,"""Oncomodulin gene"""
1687,"""YWHAH Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"""
1688,"""HD Huntingtin (Huntington disease)"""
1689,"""Octamer binding transcription factor 1 (OTF1) mRNA"""
1690,"""ADORA3 Adenosine receptor A3"""
1691,"""ADORA3 Adenosine receptor A3"""
1692,"""No cluster in current Unigene and no Genbank entry for L20469 (qualifier L20469)"""
1693,"""Gamma-glutamyl transpeptidase mRNA"""
1694,"""GDP-dissociation inhibitor protein (Ly-GDI) mRNA"""
1695,"""GRIA2 Glutamate receptor, ionotropic, AMPA 2"""
1696,"""S protein mRNA"""
1697,"""I-plastin mRNA"""
1698,"""Leukemia virus receptor 2 (GLVR2) mRNA"""
1699,"""Leukemia virus receptor 1 (GLVR1) mRNA"""
1700,"""WNT5A Wingless-type MMTV integration site 5A, human homolog"""
1701,"""ICA1 Islet cell autoantigen 1 (69kD)"""
1702,"""TNNI2 Troponin I (skeletal fast)"""
1703,"""TNNI2 Troponin I (skeletal fast)"""
1704,"""SLC10A1 Na/taurocholate cotransporting polypeptide"""
1705,"""SLC10A1 Na/taurocholate cotransporting polypeptide"""
1706,"""SLC10A1 Na/taurocholate cotransporting polypeptide"""
1707,"""SOAT Sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase)"""
1708,"""ADENYLATE CYCLASE, TYPE II"""
1709,"""UBIQUITIN-CONJUGATING ENZYME E2-CDC34 COMPLEMENTING"""
1710,"""HnRNP H mRNA"""
1711,"""Guanine nucleotide regulatory protein (G13) mRNA"""
1712,"""AVPR2 Antidiuretic hormone receptor"""
1713,"""ADORA1 Adenosine receptor A1"""
1714,"""No cluster in current Unigene and no Genbank entry for L22342 (qualifier L22342_f)"""
1715,"""Nuclear phosphoprotein mRNA"""
1716,"""MATRILYSIN PRECURSOR"""
1717,"""COL18A1 Collagen, type XVIII, alpha 1"""
1718,"""COL18A1 Collagen, type XVIII, alpha 1"""
1719,"""COL18A1 Collagen, type XVIII, alpha 1"""
1720,"""COL18A1 Collagen, type XVIII, alpha 1"""
1721,"""PTGER1 Prostaglandin receptor, ep1 subtype"""
1722,"""Early lymphoid activation protein (EPAG) mRNA sequence"""
1723,"""GALC Galactocerebrosidase"""
1724,"""MMP12 Matrix metalloproteinase 12 (macrophage elastase)"""
1725,"""ITGB7 Integrin beta-7 subunit"""
1726,"""(clone Z146) retinal mRNA, 3' end and repeat region"""
1727,"""E2F-related transcription factor (DP-1) mRNA"""
1728,"""PROSTAGLANDIN F2-ALPHA RECEPTOR"""
1729,"""PROSTAGLANDIN F2-ALPHA RECEPTOR"""
1730,"""Rad mRNA"""
1731,"""OPRM1 Opioid receptor, mu 1"""
1732,"""XE169 PROTEIN"""
1733,"""COL15A1 Collagen, type XV, alpha 1"""
1734,"""Geranylgeranyltransferase type I beta-subunit mRNA"""
1735,"""LAMB3 Laminin, beta 3 (nicein (125kD), kalinin (140kD), BM600 (125kD))"""
1736,"""VASOPRESSIN V1A RECEPTOR"""
1737,"""Kinectin gene"""
1738,"""POSSIBLE GTP-BINDING PROTEIN HSR1"""
1739,"""HMGCS1 3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)"""
1740,"""APOBEC1 Apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"""
1741,"""Integral nuclear envelope inner membrane protein (LBR) gene, 5' UTR"""
1742,"""Semaphorin-III (Hsema-I) mRNA"""
1743,"""Autoantigen mRNA"""
1744,"""(huc) mRNA"""
1745,"""(huc) mRNA"""
1746,"""POU3F1 POU domain, class 3, transcription factor 1"""
1747,"""RMSA1 Regulator of mitotic spindle assembly 1"""
1748,"""APOF Apolipoprotein F"""
1749,"""TXK TXK tyrosine kinase"""
1750,"""X123 mRNA, 3' end"""
1751,"""LW Landsteiner-Wiener blood group glycoprotein"""
1752,"""(clone pcDNA-alpha1E-1) voltage-dependent calcium channel alpha-1E-1 subunit mRNA"""
1753,"""Autoantigen pericentriol material 1 (PCM-1) mRNA"""
1754,"""PTGER2 Prostaglandin E receptor 2 (subtype EP2), 53kD"""
1755,"""MANA2 Alpha mannosidase II isozyme"""
1756,"""SYK Spleen tyrosine kinase"""
1757,"""CHOLINEPHOSPHATE CYTIDYLYLTRANSFERASE"""
1758,"""CHOLINEPHOSPHATE CYTIDYLYLTRANSFERASE"""
1759,"""Clk2 mRNA"""
1760,"""Clk3 mRNA"""
1761,"""Clk1 mRNA"""
1762,"""Na+/glucose cotransporter 1 mRNA"""
1763,"""Calcium channel L-type alpha 1 subunit (CACNL1A1) mRNA"""
1764,"""GABA/noradrenaline transporter mRNA"""
1765,"""CMKBR7 Chemokine (C-C) receptor 7"""
1766,"""SLC16A1 Solute carrier family 16 (monocarboxylic acid transporters), member 1"""
1767,"""NFIX Nuclear factor I/X (CCAAT-binding transcription factor)"""
1768,"""Protein kinase (JNK2) mRNA"""
1769,"""COMP Cartilage oligomeric matrix protein"""
1770,"""COMP Cartilage oligomeric matrix protein"""
1771,"""COMP Cartilage oligomeric matrix protein"""
1772,"""AFM Afamin"""
1773,"""AFM Afamin"""
1774,"""Zinc finger protein mRNA, 3' end"""
1775,"""Zinc finger protein mRNA, 3' end"""
1776,"""Arylacetamide deacetylase mRNA"""
1777,"""Zinc finger homeodomain protein (ATBF1-A) mRNA"""
1778,"""4-AMINOBUTYRATE AMINOTRANSFERASE, MITOCHONDRIAL PRECURSOR"""
1779,"""UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT PRECURSOR"""
1780,"""PKD1 Polycystic kidney disease protein 1"""
1781,"""PKD1 Polycystic kidney disease protein 1"""
1782,"""Stratum corneum chymotryptic enzyme mRNA"""
1783,"""(clone 8B1) Br-cadherin mRNA"""
1784,"""PCOLCE Procollagen C-endopeptidase enhancer"""
1785,"""PCOLCE Procollagen C-endopeptidase enhancer"""
1786,"""PRKCI Protein kinase C, iota"""
1787,"""CD24 signal transducer mRNA and 3' region"""
1788,"""NADP-dependent malic enzyme mRNA"""
1789,"""L-glycerol-3-phosphate:NAD oxidoreductase mRNA"""
1790,"""CDH11 Cadherin 11 (OB-cadherin)"""
1791,"""Cadherin-8 mRNA"""
1792,"""Cadherin-8 mRNA"""
1793,"""FRAP FK506 binding protein 12-rapamycin associated protein"""
1794,"""Bile acid CoA: Amino acid N-acyltransferase mRNA"""
1795,"""Laminin-related protein (LamA3) mRNA"""
1796,"""RLBP1 Cellular retinaldehyde-binding protein"""
1797,"""(clone p4) 50 kD dystrophin-associated glycoprotein mRNA"""
1798,"""GATA4 GATA-binding protein 4"""
1799,"""GATA4 GATA-binding protein 4"""
1800,"""OPCML Opioid-binding cell adhesion molecule"""
1801,"""NAD+-dependent succinate-semialdehyde dehydrogenase (SSADH) mRNA, 3' end"""
1802,"""NAD+-dependent succinate-semialdehyde dehydrogenase (SSADH) mRNA, 3' end"""
1803,"""TGM4 Transglutaminase 4 (prostate)"""
1804,"""AMFR Autocrine motility factor receptor"""
1805,"""ATP6B2 ATPase, H+ transporting, lysosomal (vacuolar proton pump), beta polypeptide, 56/58kD, isoform 2"""
1806,"""No cluster in current Unigene and no Genbank entry for L35251 (qualifier L35251)"""
1807,"""BMP1 Bone morphogenetic protein 1"""
1808,"""Endothelial cell protein C/APC receptor (EPCR) mRNA"""
1809,"""GLCLR Glutamate-cysteine ligase (gamma-glutamylcysteine synthetase), regulatory (30.8kD)"""
1810,"""Autotaxin mRNA"""
1811,"""High conductance inward rectifier potassium channel alpha subunit mRNA"""
1812,"""No cluster in current Unigene and no Genbank entry for L36531 (qualifier L36531)"""
1813,"""VIPR2 vasoactive intestinal peptide receptor 2"""
1814,"""Receptor protein-tyrosine kinase (HEK11) mRNA"""
1815,"""Receptor protein-tyrosine kinase (HEK11) mRNA"""
1816,"""Receptor protein-tyrosine kinase (HEK8) mRNA"""
1817,"""DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3"""
1818,"""INPPL1 Inositol polyphosphate phosphatase-like protein 1 (51C protein)"""
1819,"""No cluster in current Unigene and no Genbank entry for L36844 (qualifier L36844_f)"""
1820,"""No cluster in current Unigene and no Genbank entry for L36844 (qualifier L36844_i)"""
1821,"""Guanylate cyclase activating protein (GCAP) gene"""
1822,"""JNK ACTIVATING KINASE 1"""
1823,"""CSNK1A1 Casein kinase 1, alpha 1"""
1824,"""FK-506 binding protein (fkbp12.6) gene"""
1825,"""AVPR1B Arginine vasopressin receptor 1B"""
1826,"""NRAMP2 Natural resistance-associated macrophage protein 2"""
1827,"""OPRK1 Opioid receptor, kappa 1"""
1828,"""No cluster in current Unigene and no Genbank entry for L37378 (qualifier L37378)"""
1829,"""Type 1 inositol 1,4,5-trisphosphate receptor"""
1830,"""GSTT2 Glutathione S-transferase theta 2"""
1831,"""GSTT2 Glutathione S-transferase theta 2"""
1832,"""Indian hedgehog protein (IHH) mRNA, 5' end"""
1833,"""No cluster in current Unigene and no Genbank entry for L38593 (qualifier L38593)"""
1834,"""No cluster in current Unigene and no Genbank entry for L38593 (qualifier L38593)"""
1835,"""Diacylglycerol kinase (DAGK) mRNA"""
1836,"""EPLG5 Eph-related receptor tyrosine kinase ligand 5"""
1837,"""Thyroid receptor interactor (TRIP1) mRNA"""
1838,"""5,10-methenyltetrahydrofolate synthetase mRNA"""
1839,"""5,10-methenyltetrahydrofolate synthetase mRNA"""
1840,"""5,10-methenyltetrahydrofolate synthetase mRNA"""
1841,"""PTPRD Protein tyrosine phosphatase, receptor type, delta polypeptide"""
1842,"""Importin beta subunit mRNA"""
1843,"""ITM1 Integral transmembrane protein 1"""
1844,"""Thrombospondin 3 (THBS3) gene"""
1845,"""Transcription factor SL1 mRNA"""
1846,"""Transcription factor SL1 mRNA"""
1847,"""Transcription factor SL1 mRNA"""
1848,"""K+ channel beta 1a subunit mRNA, alternatively spliced"""
1849,"""DCTD Deoxycytidylate deaminase"""
1850,"""Glycogen synthase kinase 3 mRNA"""
1851,"""P162 mRNA"""
1852,"""Thyroid receptor interactor (TRIP7) mRNA, 3' end of cds"""
1853,"""Thyroid receptor interactor (TRIP4) mRNA, 3' end of cds"""
1854,"""Thyroid receptor interactor (TRIP11) mRNA, 3' end of cds"""
1855,"""(clone S194) mRNA, 3' end of cds"""
1856,"""(clone zap113) mRNA, 3' end of cds"""
1857,"""(clone zap3) mRNA, 3' end of cds"""
1858,"""Thyroid receptor interactor (TRIP3) mRNA, 3' end of cds"""
1859,"""PERFORIN 1 PRECURSOR"""
1860,"""MUSCLE-SPECIFIC DNASE I-LIKE PRECURSOR"""
1861,"""LGALS1 Ubiquinol-cytochrome c reductase core protein II"""
1862,"""No cluster in current Unigene and no Genbank entry for L40992 (qualifier L40992)"""
1863,"""Transcription factor NFATx mRNA"""
1864,"""SIGNAL TRANSDUCER AND TRANSCRIPTION ACTIVATOR 5A"""
1865,"""SIGNAL TRANSDUCER AND TRANSCRIPTION ACTIVATOR 5A"""
1866,"""No cluster in current Unigene and no Genbank entry for L41143 (qualifier L41143)"""
1867,"""Nkat2b mRNA"""
1868,"""PLCB4 Phospholipase C, beta 4"""
1869,"""Prostasin mRNA"""
1870,"""Prostasin mRNA"""
1871,"""GCNT1 Glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)"""
1872,"""PCBD 6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)"""
1873,"""DMD Dystrophin (muscular dystrophy, Duchenne and Becker types)"""
1874,"""RB1 Retinoblastoma 1 (including osteosarcoma)"""
1875,"""HIC-1 gene fragment"""
1876,"""HIC-1 gene fragment"""
1877,"""IFNAR2 Interferon (alpha, beta and omega) receptor 2"""
1878,"""(clone cc44) senilin 1 (PS1; S182) mRNA"""
1879,"""PP2A B56-beta mRNA"""
1880,"""PDK1 Pyruvate dehydrogenase kinase, isoenzyme 1"""
1881,"""Pyruvate dehydrogenase kinase isoenzyme 2 (PDK2) mRNA"""
1882,"""Pyruvate dehydrogenase kinase isoenzyme 3 (PDK3) mRNA"""
1883,"""PSEN2 Presenilin 2 (Alzheimer disease 4)"""
1884,"""Microsomal aldehyde dehydrogenase (ALD10) mRNA"""
1885,"""MSH2 DNA repair protein MSH2"""
1886,"""No cluster in current Unigene and no Genbank entry for L47724 (qualifier L47724)"""
1887,"""GALT Galactose-1-phosphate uridyl transferase"""
1888,"""Protein tyrosine kinase PYK2 mRNA"""
1889,"""RB1 Retinoblastoma 1 (including osteosarcoma)"""
1890,"""RB1 Retinoblastoma 1 (including osteosarcoma)"""
1891,"""RB1 Retinoblastoma 1 (including osteosarcoma)"""
1892,"""RB1 Retinoblastoma 1 (including osteosarcoma)"""
1893,"""ASGR1 Asialoglycoprotein receptor 1"""
1894,"""APOE Apolipoprotein E"""
1895,"""APOE Apolipoprotein E"""
1896,"""APOE Apolipoprotein E"""
1897,"""VON WILLEBRAND FACTOR PRECURSOR"""
1898,"""APOLIPOPROTEIN A-IV PRECURSOR"""
1899,"""APOLIPOPROTEIN A-IV PRECURSOR"""
1900,"""GRL Glucocorticoid receptor"""
1901,"""Epidermal 67-kDa type II keratin mRNA"""
1902,"""TNF Tumor necrosis factor"""
1903,"""ASGR2 Asialoglycoprotein receptor 2"""
1904,"""3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE"""
1905,"""VASOPRESSIN-NEUROPHYSIN 2-COPEPTIN PRECURSOR"""
1906,"""VASOPRESSIN-NEUROPHYSIN 2-COPEPTIN PRECURSOR"""
1907,"""VASOPRESSIN-NEUROPHYSIN 2-COPEPTIN PRECURSOR"""
1908,"""OXT Oxytocin"""
1909,"""OXT Oxytocin"""
1910,"""CSF2 Colony-stimulating factor 2 (GM-CSF)"""
1911,"""F9 Coagulation factor IX (plasma thromboplastic component, Christmas disease, hemophilia B)"""
