Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0030048~actin filament-based movement	7	1.263537906137184	1.734084935959457E-4	X74819, M31013, U14391, X13988, M69181, X12369, Z32858	517	23	13528	7.963670002522917	0.4169723132701425	0.010127996920914817	0.3130515579668036
GOTERM_BP_FAT	GO:0043627~response to estrogen stimulus	14	2.527075812274368	1.75265895986672E-4	M77140, L07615, X68303, X83705, Z48481, X00474, X62899, L38517, M22349, X54673, X51801, M13995, M32373, M22490	517	105	13528	3.4888459058671826	0.42033213734085706	0.010047332857848645	0.31639967974879113
GOTERM_CC_FAT	GO:0031410~cytoplasmic vesicle	43	7.761732851985561	1.853359713037722E-4	M32011, D21260, M77140, X57346, X83705, X16323, X13255, X13916, X01060, D38555, D42041, L14595, J03040, X81198, Y00281, X52947, M81651, M28636, L42110, M86406, M61832, Y00414, M11568, L10284, X00588, J02783, U22055, J04440, L12350, L07615, Z48481, X89478, M10321, L29220, M73720, L40557, U06452, U36448, U25657, Y00970, M28373, X13097, K01740	469	642	12782	1.8254056818710187	0.08138827377240199	0.0038512802623033027	0.263274756709575
GOTERM_BP_FAT	GO:0034599~cellular response to oxidative stress	9	1.6245487364620936	1.892849055957296E-4	U14588, X07834, M77836, L08850, M73778, X12369, D49396, X76184	517	43	13528	5.476676712698484	0.4450743177193437	0.010650533117393612	0.34166668017957535
GOTERM_CC_FAT	GO:0005615~extracellular space	45	8.12274368231047	1.958420913988331E-4	X57348, U10116, M25756, M64098, J05017, X00474, R71383, L38517, D32046, X55177, M31776, D14838, M60396, X03438, M81651, X54232, U20982, X51801, X53799, M11568, M60315, M65062, X00588, X52015, J04440, D90188, M30838, M36821, J04443, J00270, D14665, M91211, L20861, M17183, M21188, M57703, L35279, M26383, U16752, D14874, X58377, K01740, X13097, X72755, U03858, M22490	469	685	12782	1.7903911101427172	0.08579867351094594	0.0038925981261452858	0.2781796670318193
GOTERM_CC_FAT	GO:0009986~cell surface	28	5.054151624548736	1.9811286094078813E-4	Z48199, M65105, L17075, M14766, M58597, X83705, L38517, X13916, L19593, X54232, Z11697, L42110, D16469, J02783, X59350, D14665, M84349, D14664, Z22555, M21188, Z22536, M14648, M10321, Y00062, X01057, M28373, M27161, U03858	469	348	12782	2.1928289586550007	0.08674914715649817	0.0037738892234768784	0.2814009091841929
GOTERM_BP_FAT	GO:0042692~muscle cell differentiation	15	2.707581227436823	2.0671913158527608E-4	Z48199, M16827, X74819, M31013, X14830, L41870, X12369, M69181, M29551, M62303, M55618, U30707, M28373, M19701, M11568, M22490	517	121	13528	3.2437616893393226	0.47437628785240304	0.01141947036071067	0.3730806158877664
GOTERM_BP_FAT	GO:0007548~sex differentiation	17	3.068592057761733	2.1042445418025503E-4	Z48199, D13643, M20132, X51630, X62381, X82850, Z48481, M21188, X55177, D14838, X84373, Z17240, M13995, X77548, M22490, M98525	517	151	13528	2.9458798211792434	0.4804017497828551	0.011420241976475398	0.3797558620340369
SP_PIR_KEYWORDS	homodimer	11	1.9855595667870036	2.1925177641102464E-4	X55740, J02783, M61763, M65066, X69723, M32886, M63928, M86406, D13138, U20938, M23068	549	89	19235	4.330345265139886	0.12462281773997741	0.0037956473952479586	0.3238423557223591
UP_SEQ_FEATURE	domain:Protein kinase	29	5.234657039711191	2.2414402893835414E-4	L28824, U07747, L17075, L36719, Z29067, X75756, L49207, L37042, L10717, M84490, D26309, X00588, M86699, X80692, L36870, X85545, X62381, U08438, L29216, Z22536, X78549, U07349, M34181, L29222, L29220, M55284, U25975, X59932, L36645	549	469	19113	2.152690878161884	0.38629468875444783	0.059205033320245626	0.38849859177639834
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	36	6.4981949458483745	2.246002839801753E-4	L28824, X57348, U07747, X16663, X57346, X83705, X16323, X13916, X55177, L36719, U20285, X51801, M19701, L42110, D49396, L49207, M11568, J03004, M86699, X00588, L14812, D14665, X82166, L41870, M65066, X62381, M33680, M34181, Y00062, U25975, X58377, X54941, Z15005, M28373, M13995, D26135, M22490	517	485	13528	1.9422441125446173	0.5028233894844072	0.011976155716682757	0.40529013046815
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	36	6.4981949458483745	2.246002839801753E-4	L28824, X57348, U07747, X16663, X57346, X83705, X16323, X13916, X55177, L36719, U20285, X51801, M19701, L42110, D49396, L49207, M11568, J03004, M86699, X00588, L14812, D14665, X82166, L41870, M65066, X62381, M33680, M34181, Y00062, U25975, X58377, X54941, Z15005, M28373, M13995, D26135, M22490	517	485	13528	1.9422441125446173	0.5028233894844072	0.011976155716682757	0.40529013046815
GOTERM_BP_FAT	GO:0042325~regulation of phosphorylation	35	6.31768953068592	2.2515323817395781E-4	L28824, X57348, U07747, X16663, X83705, X16323, X13916, X55177, L36719, U20285, X51801, M19701, L42110, D49396, L49207, M11568, J03004, M86699, X00588, L14812, D14665, X82166, L41870, M65066, X62381, M33680, M34181, Y00062, U25975, X58377, X54941, Z15005, M28373, M13995, D26135, M22490	517	466	13528	1.9652833697213206	0.5036781096576348	0.011803189177968965	0.40628601605418035
GOTERM_CC_FAT	GO:0031983~vesicle lumen	9	1.6245487364620936	2.3302131844582112E-4	L12350, J03040, X83705, M28373, K01740, M86406, X16323, M11568, X13255	469	46	12782	5.332251784555484	0.10123726488236118	0.004260346873180998	0.3309087746658168
GOTERM_BP_FAT	GO:0002026~regulation of the force of heart contraction	6	1.083032490974729	2.4382473356699574E-4	X55177, U03865, M91368, U08438, M34424, M23115, M23114	517	16	13528	9.81237911025145	0.5316930099253344	0.012564256246072492	0.439908367099473
GOTERM_BP_FAT	GO:0006793~phosphorus metabolic process	60	10.830324909747292	2.4733541792051786E-4	L28824, U07747, L17075, Z46376, X16323, U33635, U10886, L36719, Z29067, X75756, U02680, U21909, L04490, D26309, X00588, M86699, L36870, M65066, X78712, L29216, X78549, M33680, Y00062, L29222, L29220, M28373, M13995, M68941, X62055, L07590, X51801, M73778, L42110, L37042, L49207, L10717, M84490, D16469, J03004, L36818, U35835, X80692, X85545, D14665, X62381, U08438, Y00661, X62899, L07597, L09247, U07349, Z22536, M29551, M34181, M55284, L08850, M27691, U25975, X59932, L36645	517	973	13528	1.6135464107299402	0.5367811499408458	0.012536422596245433	0.4462289694708188
GOTERM_BP_FAT	GO:0006796~phosphate metabolic process	60	10.830324909747292	2.4733541792051786E-4	L28824, U07747, L17075, Z46376, X16323, U33635, U10886, L36719, Z29067, X75756, U02680, U21909, L04490, D26309, X00588, M86699, L36870, M65066, X78712, L29216, X78549, M33680, Y00062, L29222, L29220, M28373, M13995, M68941, X62055, L07590, X51801, M73778, L42110, L37042, L49207, L10717, M84490, D16469, J03004, L36818, U35835, X80692, X85545, D14665, X62381, U08438, Y00661, X62899, L07597, L09247, U07349, Z22536, M29551, M34181, M55284, L08850, M27691, U25975, X59932, L36645	517	973	13528	1.6135464107299402	0.5367811499408458	0.012536422596245433	0.4462289694708188
GOTERM_BP_FAT	GO:0048520~positive regulation of behavior	8	1.444043321299639	2.4743082392935067E-4	M57703, X55177, M26383, M25756, U16752, M91211, V00571, X83705	517	34	13528	6.156786892706792	0.5369186506531738	0.012340203885832346	0.44640073224121446
SP_PIR_KEYWORDS	serine/threonine-protein kinase	25	4.512635379061372	2.600646724832328E-4	U07747, L17075, L36719, Z29067, X75756, L37042, M84490, D26309, M86699, U35835, L36870, X80692, X85545, X62381, U08438, Y00661, L07597, L29216, Z22536, U07349, M34181, L29222, L29220, M55284, U25975	549	381	19235	2.298978338090252	0.14604756764617177	0.004375947146546766	0.3840163379098538
GOTERM_BP_FAT	GO:0044093~positive regulation of molecular function	41	7.400722021660649	2.633121965202101E-4	L28824, R51015, L37112, U07747, X57346, M14766, M95678, X17644, X83705, X16323, L19593, X13916, X55177, U17418, L20316, U20760, L36719, M73778, L42110, L49207, D49396, L10665, U00001, M81379, J03004, X00588, X74819, D14665, M65066, Z34897, Z22555, X12369, M17183, M33680, M34181, Y00062, U20240, Z15005, Y00970, M13995, D26135	517	586	13528	1.83075105128696	0.5592476431156208	0.012920128394924069	0.47498862045231016
GOTERM_BP_FAT	GO:0035270~endocrine system development	11	1.9855595667870036	2.683185285731912E-4	M94250, X03348, M68891, M93119, V00571, X82850, M27691, X16667, X07384, L08599, M22490	517	69	13528	4.171446191797718	0.5660608449251052	0.012959834748797583	0.48399885720343816
GOTERM_BP_FAT	GO:0050900~leukocyte migration	10	1.8050541516245486	2.80017784933501E-4	X55177, L28824, M36821, M26383, M31013, M25756, M26311, X83705, X13255, L19593	517	57	13528	4.590586718246294	0.5815748752304731	0.01331452572096592	0.505051801191081
SP_PIR_KEYWORDS	muscle protein	9	1.6245487364620936	2.866126486245209E-4	X74819, X13988, U27266, X69090, X06825, X12369, Z32858, M19309, M21984	549	60	19235	5.255464480874317	0.1597021057798147	0.004691630407013148	0.4231401311332261
GOTERM_BP_FAT	GO:0035295~tube development	21	3.790613718411552	2.909437039055725E-4	U20362, V00571, Z46389, X82850, Z48481, L20861, M17183, L38517, D14838, M62303, U16752, U39840, U33635, X07384, X51801, U21909, L42110, M13995, M11568, M76665, M22490	517	220	13528	2.497696500791278	0.5955622947745409	0.01362238755886791	0.5247093162645267
GOTERM_CC_FAT	GO:0005938~cell cortex	16	2.888086642599278	2.9642793164293076E-4	X63432, L36818, X51521, L13385, M31013, M96322, U03851, M69181, Z32858, L06633, X60382, L08850, X82240, U21909, J05200, L49207	469	146	12782	2.986710284195461	0.12696891684658196	0.005208852739933101	0.42077484491055417
GOTERM_BP_FAT	GO:0001932~regulation of protein amino acid phosphorylation	18	3.2490974729241873	3.335409977536271E-4	L28824, X00588, M86699, U07747, X16663, X82166, X62381, M65066, X83705, M33680, Y00062, X51801, X58377, L42110, M13995, L49207, M11568, M22490	517	173	13528	2.7225098109368187	0.6457736386104473	0.015370487277217237	0.601313783184898
GOTERM_MF_FAT	GO:0008083~growth factor activity	17	3.068592057761733	3.376992609005119E-4	D16469, M94250, X91141, X83705, X00474, X16323, D32046, L35279, D14838, U16752, M27190, X03438, X51801, X58377, M11568, M22490, M60315	485	161	12983	2.826547992572197	0.2576252069608814	0.13838825852991155	0.523725268565145
GOTERM_BP_FAT	GO:0007626~locomotory behavior	24	4.332129963898916	3.379598945237696E-4	L28824, R51015, U03865, M36821, L13385, L07615, M25756, D10202, X82850, M34424, X83705, X13255, L19593, X55177, X07834, M26383, M26311, U16752, L08850, X53799, M28373, X72755, Y00414, L36645	517	274	13528	2.2919425658981494	0.6506115492237772	0.015345320509377869	0.6092572759194836
GOTERM_BP_FAT	GO:0009891~positive regulation of biosynthetic process	46	8.303249097472925	3.4789845702111574E-4	L28824, M20132, M68891, L17075, M77836, M14766, X16666, X83705, L38517, D14812, L40992, U39840, L36719, U25435, X84373, M69043, D38550, X51801, X07384, M19701, L49207, M11568, M60315, L41067, X00588, U35835, L41870, X51630, Z34897, X52011, X68303, X82850, M17183, L07919, M81601, D43969, X07834, M62303, M27691, U20240, X58377, Z17240, M28373, M91585, L20298, X77548, M22490	517	695	13528	1.7318731475168028	0.661252541982611	0.015565989658275048	0.6271208334579614
GOTERM_BP_FAT	GO:0051259~protein oligomerization	18	3.2490974729241873	3.5693217942971584E-4	X04325, U07747, X57346, M34551, M23410, M21188, X15217, X84709, L08599, X07834, M10321, X54673, X52947, D14134, U01691, U13991, Z48054, M86406	517	174	13528	2.7068632028279866	0.6706434014336806	0.01574071690247736	0.643355401312562
SP_PIR_KEYWORDS	growth factor	13	2.3465703971119134	3.7120512952512857E-4	M94250, X83705, X00474, X16323, L35279, D14838, U16752, X03438, X51801, X58377, M11568, M22490, M60315	549	131	19235	3.476897620934663	0.201773864793784	0.005913062942548342	0.5477086635813144
INTERPRO	IPR017441:Protein kinase, ATP binding site	30	5.415162454873646	3.7687407314732443E-4	L28824, U07747, L17075, L36719, Z29067, X75756, L49207, L37042, L10717, M84490, D26309, X00588, M86699, X80692, L36870, X85545, X62381, U08438, L07597, L29216, Z22536, X78549, U07349, M34181, L29222, L29220, M55284, U25975, X59932, L36645	536	455	16659	2.049245530588814	0.35175519873013683	0.35175519873013683	0.6043338599042603
SP_PIR_KEYWORDS	oxidoreductase	32	5.776173285198556	3.7702152463556975E-4	L04751, U10116, M16827, M77836, J05272, M20867, J05017, J02906, J03600, L25270, X13255, D90391, X16699, D49396, L04490, M32879, Y00414, D13643, X13227, X16396, U23942, M35418, L13278, X17668, U13680, M22760, M81600, X07834, D00137, U20938, M76665	549	562	19235	1.9949568610673563	0.20458812551922656	0.0058519185683089114	0.5562683842045835
GOTERM_BP_FAT	GO:0016310~phosphorylation	51	9.2057761732852	3.8036480009239843E-4	L28824, U07747, L17075, Z46376, X16323, L36719, U33635, Z29067, X75756, U21909, U02680, L04490, D26309, M86699, X00588, L36870, M65066, L29216, X78549, M33680, L29222, Y00062, L29220, M28373, M13995, X51801, M73778, L42110, L49207, L37042, M84490, L10717, D16469, J03004, U35835, X80692, X85545, D14665, X62381, U08438, Y00661, L07597, Z22536, U07349, M34181, M55284, L08850, M27691, U25975, X59932, L36645	517	800	13528	1.6681044487427465	0.6938071037814408	0.016531408803404646	0.6854546554550867
UP_SEQ_FEATURE	compositionally biased region:Pro/Ser/Thr-rich	5	0.9025270758122743	3.888471809565093E-4	L40992, D43969, Z35278, D14689, M88282	549	13	19113	13.390079865489703	0.5713325613415595	0.08982584439233521	0.673063951970776
GOTERM_BP_FAT	GO:0045321~leukocyte activation	22	3.9711191335740073	3.8955678076119804E-4	L28824, R51015, U35835, M31013, D14665, J05272, X14974, L19593, M29551, X55177, J02923, M26383, Y00062, U16752, L08850, U20240, X58377, L42110, M13995, L20298, M27161, U03858	517	242	13528	2.37875857218217	0.7024423408100835	0.016694455568909472	0.7019644472498809
GOTERM_BP_FAT	GO:0031399~regulation of protein modification process	25	4.512635379061372	4.0062154321972917E-4	L28824, M96944, U07747, X16663, X57346, X83705, X51801, M73778, L42110, L49207, M11568, U00001, X00588, M86699, X82166, X62381, M65066, U31278, M33680, Y00062, L08850, X63692, X58377, M13995, M22490	517	295	13528	2.2174868045765987	0.7125146399779734	0.016931507381819255	0.721834518839759
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	24	4.332129963898916	4.136333381847899E-4	L28824, M68891, X52425, M63928, L38517, D14838, L40992, D14812, U39840, X51801, Z11697, M19701, M60315, D26309, D90188, D14665, X62381, L41870, Z22536, D43969, Y00062, X01057, M13995, X61123, M22490	517	278	13528	2.2589649750219167	0.7239241198434238	0.01724258202380491	0.745196260541614
GOTERM_BP_FAT	GO:0030595~leukocyte chemotaxis	8	1.444043321299639	4.289029749685358E-4	X55177, L28824, M36821, M26383, M25756, M26311, X83705, L19593	517	37	13528	5.657587955460296	0.7367374309085921	0.017637320851473848	0.772605171527041
GOTERM_BP_FAT	GO:0006968~cellular defense response	10	1.8050541516245486	4.716018031384073E-4	M32011, Z22936, L40557, M32800, X66171, X06557, X72755, M55067, L10717, L19593	517	61	13528	4.2895646383612895	0.7694988147372024	0.019123972478676587	0.8492113771237264
GOTERM_BP_FAT	GO:0002521~leukocyte differentiation	15	2.707581227436823	4.7228616365092304E-4	L28824, R51015, U35835, M31013, X14974, M29551, Y00062, X03438, U20240, X58377, M13995, L42110, L20298, M27161, U03858	517	131	13528	2.9961462932065492	0.7699892714413612	0.018905108888537803	0.850438737097059
GOTERM_MF_FAT	GO:0004713~protein tyrosine kinase activity	17	3.068592057761733	4.758401099689141E-4	L28824, X00588, M86699, L36870, D37965, L29216, X78549, L29222, L36719, U33635, L29220, Z29067, U02680, X59932, L49207, L36645, L10717	485	166	12983	2.7414110048441187	0.34281575208108883	0.1305811570861387	0.737222225623102
SP_PIR_KEYWORDS	P-loop	12	2.166064981949458	4.804074536168879E-4	J03004, X06272, M15205, Z22936, M57567, U25771, Z15005, U01833, X60673, L07810, L10665, D49357	549	116	19235	3.6244582626719426	0.25299051162325326	0.007265413146146371	0.7083021178078241
GOTERM_BP_FAT	GO:0045935~positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	42	7.581227436823104	4.818480815514788E-4	M20132, M68891, L17075, M77836, X16666, X83705, L38517, D14812, L40992, U39840, L36719, U25435, X84373, M69043, D38550, X51801, X07384, M19701, M11568, M60315, L41067, U35835, L41870, X51630, X52011, X68303, X82850, M17183, L07919, M81601, D43969, M62303, Y00062, M27691, D14134, U20240, X58377, Z17240, M28373, M91585, L20298, X77548, M22490	517	624	13528	1.7611962505579526	0.7767338340502572	0.019039374228978723	0.8675859683437315
GOTERM_BP_FAT	GO:0031328~positive regulation of cellular biosynthetic process	45	8.12274368231047	4.868682770203719E-4	L28824, M20132, M68891, L17075, M77836, X16666, X83705, L38517, D14812, L40992, U39840, L36719, U25435, X84373, M69043, D38550, X51801, X07384, M19701, L49207, M11568, M60315, L41067, X00588, U35835, L41870, X51630, Z34897, X52011, X68303, X82850, M17183, L07919, M81601, D43969, X07834, M62303, M27691, U20240, X58377, Z17240, M28373, M91585, L20298, X77548, M22490	517	685	13528	1.7189569244236118	0.7801953422475073	0.018994701498461608	0.8765874813512875
GOTERM_BP_FAT	GO:0045597~positive regulation of cell differentiation	21	3.790613718411552	4.898922142911386E-4	D26309, L28824, D90188, L41870, X62381, X52425, L38517, M63928, Z22536, D14812, D43969, L40992, Y00062, U39840, X51801, X01057, Z11697, M19701, M13995, M60315, M22490, X61123	517	229	13528	2.399533756218695	0.7822544526452485	0.018874945904127527	0.8820092104672717
SP_PIR_KEYWORDS	cell adhesion	26	4.693140794223827	4.905721670265624E-4	X84076, M59911, M59819, M23410, L36531, L08599, M55210, U33635, M33308, L42110, X74295, L33477, M81379, U14588, L36818, X59350, L12350, M35011, M14648, M10321, L25541, M55618, U27266, M28373, Z22865, M88282	549	422	19235	2.1586425987793403	0.2575875813262971	0.007238319431127849	0.7232380862138399
SP_PIR_KEYWORDS	intestine	6	1.083032490974729	4.998619945813293E-4	L36566, J04040, M77140, U25657, D13902, M36634	549	24	19235	8.759107468123862	0.2617642707912706	0.007199957339362406	0.7368866704481114
SP_PIR_KEYWORDS	Chondrogenesis	5	0.9025270758122743	5.194818086644983E-4	L35279, X51801, L20861, M60315, M22490	549	14	19235	12.513010668748375	0.27050837325170907	0.007308219695966067	0.7657062878865029
GOTERM_BP_FAT	GO:0007507~heart development	20	3.6101083032490973	5.815262659107675E-4	M16827, U03865, L41067, U35835, X74819, U20362, U08438, M34424, M69181, X12369, M29551, X07834, M62303, D14874, U10886, X52947, L42110, M32886, Y00414, M22490	517	215	13528	2.4340785389771042	0.8362893019294825	0.02209369177952758	1.0461704877659628
GOTERM_BP_FAT	GO:0060326~cell chemotaxis	8	1.444043321299639	5.998996265125335E-4	X55177, L28824, M36821, M26383, M25756, M26311, X83705, L19593	517	39	13528	5.367455239795666	0.8453897360575804	0.022509236266422983	1.0790552092533545
GOTERM_BP_FAT	GO:0043523~regulation of neuron apoptosis	12	2.166064981949458	6.088443631795566E-4	D13643, M81600, X03348, X07834, U07747, D14665, V00571, L08850, L42110, M13995, D49396, M23379	517	90	13528	3.4888459058671826	0.8496353084362168	0.022569031761420222	1.095060801543568
GOTERM_BP_FAT	GO:0001944~vasculature development	22	3.9711191335740073	6.278430750576192E-4	U03865, M31013, L17075, M25756, X51630, U14391, Z48481, L38517, X13255, M14648, M95929, L38734, D14838, M26383, U16752, U10886, X13097, L42110, X74295, L49207, M22490, M23379	517	251	13528	2.293464440111893	0.8582702524536595	0.02299149259738542	1.1290487263519444
GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	34	6.137184115523466	6.285733937254054E-4	L28824, M96944, U07747, X16663, X57346, X83705, R71383, M69043, X51801, M73778, L42110, L49207, M11568, U00001, M86699, X00588, M65062, U20362, D14665, X82166, M65066, X62381, U31278, D43951, M21188, D42084, M33680, M14648, Y00062, L08850, X63692, X58377, M28373, M13995, M22490	517	474	13528	1.876910772143737	0.8585921018951423	0.022750239763525748	1.1303550165735254
GOTERM_BP_FAT	GO:0001775~cell activation	24	4.332129963898916	6.472179355072978E-4	L28824, R51015, X00588, U35835, M31013, D14665, J05272, X14974, L19593, M29551, X55177, J02923, M26383, M10321, Y00062, U16752, L08850, U20240, X58377, L42110, M13995, M27161, L20298, U03858	517	287	13528	2.188126352111822	0.8665658076241844	0.02314818542510766	1.1636982019874287
GOTERM_BP_FAT	GO:0019932~second-messenger-mediated signaling	21	3.790613718411552	6.801580349220775E-4	J03004, R51015, D15056, X00588, U03865, X54937, L07615, Z34897, D10202, M17183, L19593, X55177, M34181, M26383, U17418, D14874, L20316, U20760, Z17240, L10665, M11568	517	235	13528	2.3382690645705586	0.8795705976867337	0.024036204633564706	1.2225810545818172
GOTERM_BP_FAT	GO:0006954~inflammatory response	26	4.693140794223827	6.994695887959742E-4	M77140, M25756, V00571, J03600, L19593, X01060, M58050, L36719, U20982, X53799, M60315, L41067, X52015, M36821, D14664, Z34897, M91211, D10202, X17668, M32315, M26383, M26311, X01057, K01740, J03565, X72755	517	325	13528	2.0933075435203095	0.8865974369593749	0.024433052034434466	1.2570864676572202
GOTERM_BP_FAT	GO:0014070~response to organic cyclic substance	14	2.527075812274368	7.082953077813115E-4	M81768, U03865, X14830, U08438, X07936, X60673, M22349, X54673, J05200, Z11697, M13995, L49207, L10665, M22490	517	121	13528	3.027510910050035	0.8896708863555781	0.024463082152051174	1.272852255451351
GOTERM_BP_FAT	GO:0051674~localization of cell	25	4.512635379061372	7.08600482235736E-4	L28824, L13385, L17075, M25756, M31013, X83705, M69181, X13255, L19593, X55177, M55210, U21909, L42110, L49207, U35835, M36821, X82850, Z48481, Z22555, M26383, M26311, U16752, X13097, Z48054, X61123	517	307	13528	2.1308097959286534	0.8897756570475661	0.024204886194447273	1.2733973600797643
GOTERM_BP_FAT	GO:0048870~cell motility	25	4.512635379061372	7.08600482235736E-4	L28824, L13385, L17075, M25756, M31013, X83705, M69181, X13255, L19593, X55177, M55210, U21909, L42110, L49207, U35835, M36821, X82850, Z48481, Z22555, M26383, M26311, U16752, X13097, Z48054, X61123	517	307	13528	2.1308097959286534	0.8897756570475661	0.024204886194447273	1.2733973600797643
GOTERM_BP_FAT	GO:0048584~positive regulation of response to stimulus	21	3.790613718411552	7.175569961185067E-4	L28824, Z22936, M25756, M14766, M91211, V00571, X14974, X17668, X83705, M63928, M57703, X55177, M26383, M58050, Y00062, U16752, M69043, U20240, L42110, J03565, M17754	517	236	13528	2.328361144805429	0.8928066543693449	0.024241139621842267	1.2893942782194134
GOTERM_BP_FAT	GO:0055002~striated muscle cell development	9	1.6245487364620936	7.272347128380666E-4	M29551, Z48199, X74819, X14830, M55618, U30707, M69181, M28373, X12369	517	52	13528	4.528790358577592	0.8959881296626654	0.02430041887871215	1.3066765593144458
GOTERM_BP_FAT	GO:0008584~male gonad development	9	1.6245487364620936	7.272347128380666E-4	Z48199, D14838, M20132, X62381, X51630, X82850, Z17240, M13995, X77548	517	52	13528	4.528790358577592	0.8959881296626654	0.02430041887871215	1.3066765593144458
GOTERM_BP_FAT	GO:0030705~cytoskeleton-dependent intracellular transport	9	1.6245487364620936	7.272347128380666E-4	L13385, X74819, M31013, U14391, X13988, M69181, M28373, X12369, Z32858	517	52	13528	4.528790358577592	0.8959881296626654	0.02430041887871215	1.3066765593144458
SP_PIR_KEYWORDS	actin-binding	18	3.2490974729241873	7.562290604969532E-4	L36818, M31013, X13988, U03851, U14391, Z46389, M69181, X12369, Z32858, M61199, J02923, U09873, M33308, U21909, D17530, U02680, X06825, M86406	549	247	19235	2.553262095971328	0.3682140908574536	0.010382199315699725	1.112850698253387
GOTERM_BP_FAT	GO:0046546~development of primary male sexual characteristics	10	1.8050541516245486	7.597076628056078E-4	D13643, Z48199, D14838, M20132, X62381, X51630, X82850, Z17240, M13995, X77548	517	65	13528	4.02559142984675	0.905989496132452	0.025102659129634386	1.364645246472096
INTERPRO	IPR000719:Protein kinase, core	30	5.415162454873646	7.74635025378892E-4	L28824, U07747, L17075, L36719, U33635, Z29067, X75756, L49207, L37042, L10717, M84490, D26309, X00588, M86699, X80692, L36870, X85545, X62381, U08438, L07597, L29216, Z22536, X78549, U07349, M34181, L29222, L29220, M55284, U25975, X59932	536	476	16659	1.9588376395334255	0.5898266860453925	0.35955225509444755	1.2384446227050483
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	22	3.9711191335740073	8.10542677031971E-4	L27745, L37112, D15056, X00588, U03865, X85545, M95678, Z34897, D10202, U29589, M23115, M23114, U15689, M29551, M34181, M91368, L06328, D32201, U30707, L06132, J05200, L49207, L10665	288	176	5085	2.2070312500000004	0.12522955167924454	0.03289522898953057	0.9794340130973134
GOTERM_MF_FAT	GO:0008134~transcription factor binding	35	6.31768953068592	8.169560407777365E-4	U31556, M68891, X57346, M85164, X15217, L40371, U25435, X84373, M69043, U18543, M73778, M19701, L07648, M86406, M90104, M81768, U04241, U35835, U22055, L14812, L41870, X59739, L40410, M97388, M95929, D43969, X84002, U09582, M27691, X63692, U13991, U20240, M13995, X73358, L20298, X77548, X61123	485	513	12983	1.8263499527742608	0.5136611711727808	0.1649072060570691	1.262582523886835
KEGG_PATHWAY	hsa04510:Focal adhesion	24	4.332129963898916	8.325312709977316E-4	U14588, X63432, X00588, L12350, M35011, D10656, Z46389, M59911, X83705, L36531, X16323, M14648, M55210, L25541, M10321, M55618, U32974, U25975, M33308, X74295, M13995, M86406, M11568, M84490	288	201	5085	2.1082089552238803	0.12840017170155216	0.02711069948747369	1.0058812660724947
GOTERM_BP_FAT	GO:0055066~di-, tri-valent inorganic cation homeostasis	21	3.790613718411552	8.385995805184478E-4	L37112, L07615, M23115, M23114, U01833, M57703, X01060, X55177, X07834, U17418, M91368, D14874, Y00062, U16752, U20760, D14695, J05200, M28373, L42110, M13995, M32886, L49207	517	239	13528	2.2991348542848584	0.9264638245727115	0.027383796721420772	1.5053442148084129
KEGG_PATHWAY	hsa05410:Hypertrophic cardiomyopathy (HCM)	14	2.527075812274368	8.412591491789539E-4	X63432, L07738, X74819, M35011, M59911, M23115, X12369, M23114, L36531, M14648, M91368, U30707, X06825, X74295, M11568	288	85	5085	2.9080882352941178	0.129655508990135	0.022878586755429642	1.016377111603095
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	46	8.303249097472925	8.697688056050118E-4	L28824, U07747, M31013, L17075, M69181, X67334, X60673, D49357, L36719, Z29067, X75756, L37042, L49207, M84490, L10717, D26309, M86699, X00588, M15205, Z22936, X80692, L36870, X85545, L16782, X62381, X74794, X13988, U14391, U08438, U01833, L07597, Z32858, X78712, L29216, U07349, Z22536, X78549, M34181, L29222, L29220, M55284, U25975, D14134, Z15005, X59932, L36645	549	962	19113	1.6647126319257468	0.8497088344443275	0.17264223877906548	1.499596714690521
SP_PIR_KEYWORDS	actin binding	7	1.263537906137184	8.761241556670484E-4	J02923, X51521, X74819, U21909, X12369, M86406, M19309	549	40	19235	6.131375227686704	0.41259483266095254	0.011753502945792249	1.288221617008567
